59;M. Deltoideus;<li>Pars clavicularis</li><li>Pars acromialis</li><li>Pars spinalis</li>;Art. Humeri;Pars clavicularis:<br>Den laterala 1/2- delen av claviculae.<br><br>Pars acromialis:<br>Acromion.<br><br>Pars spinalis:<br>Spina scapulae.;Tuberositas deltoidea;För hela muskeln:<br>Abduktion i art. Humeri. Förhindrar nedåtglidning av caput humeri.<br><br>Pars acromialis:<br>Flexion i art. Humeri. Horisontaladduktion i art. Humeri. Anteflexion i art. Humeri. Inåtrotation i art. Humeri. Adduktion vid mindre än 60 grader. Abduktion i art. Humeri. Kraftig abduktor i art. Humeri vid utåtroterat läge.<br><br>Pars spinalis:<br>Abduktion i art. Humeri. Förhindrar nedåtglidning av caput humeri.<br>Pars spinalis:<br>Extention i art. Humeri. Retroflexion i art. Humeri. Utåtrotation i art. Humeri. Horisontalabduktion i art. Humeri. Adduktion vid mindre än 60 grader. Abduktion i art. Humeri. Kraftig abduktor i art. Humeri vid inåtroterat läge.;;;;C5-C6 N. Axillaris Pl. Brachialis;Muskeln är sin egen antagonist.;images/muscles/deltoideus.png
60;M. Teres major;;Art. Humeri. Art. Thoracoscapularis;Angulus inferior scapulae. Margo lateralis scapulae.;Crista tuberculi minoris humeri.;Extention i art. Humeri. Adduktion i art. Humeri. Retroflexion i art. Humeri. Inåtrotation i art. Humeri. Horisontalabduktion i art. Humeri.;Utåtrotation av scapulae. ;;;C5-C7 N. Subscapularis Pl. Brachialis;triggerpunkter i muskeln kan ge smärtor över axelns bakre och mellersta delar och ut i armen.;images/muscles/teres_major.png
61;M. Supraspinatus;;Art. Humeri;Fossa supraspinata scapulae;Tuberculum majus övre del.;Trycker caput humeri mot cavitas glenoidalis. Abduktion i art. Humeri de första 20-40 graderna. Förhindrar nedåtglidning av caput humeri. Utåtrotation i art. Humeri. Spänner upp ledkapseln i art humeri.;;;;C4-C6 N. Suprascapularis Pl. Brachialis;Arbetar i princip alla rörelser. Senan skadas lätt vid rörelser över 90 grader. Triggerpunkter i muskeln ger vanligen smärta till utsidan av axeln ner i överarmen till den laterala epicondylen.;images/muscles/supraspinatus.png
62;M. Infraspinatus;;Art. Humeri;Fossa infraspinatus scapulae. Spina scapulae.;Tuberculum majus humeri. I höjd med ledens rörelsecentrum nedanför M. Supraspinatus infästning.;Utåtrotation i art. Humeri. Horisontalabduktion i art. Humeri. Trycker caput humeri mot cavitas glenoidale. Förhindrar framåtglidning av caput humeri. Svaga funktioner: Adduktion i art. Humeri av muskelns nedre delar. Abduktion i art. Humeri av muskelns övre delar från ett redan kraftigt abducerat läge. Extention i art. humeri från ett flekterat läge.;;;;C(4)5-C6 N. Suprascapularis Pl. Brachialis;"lätt att bli överbelastad statiskt och kan bilda triggerpunker som strålar ut mot framsidan av axeln och ned i armen samt mot handens tumsida (stor del i ""musarm"").";images/muscles/infraspinatus.png
63;M. Teres minor;;Art. Humeri;Margo lateralis scapulae. Fascia infraspinata.;Tuberculum majus humeri.;Adduktion i art. Humeri. Extention i art. Humeri. Utåtrotation i art. Humeri. Horisontalabduktion i art. Humeri. Retroflexion i art. Humeri. Förhindrar uppåtglidning av caput humeri. Förhindrar framåtglidning av caput humeri.;;;;C5-C6 N. Axillaris Pl. Brachialis;Triggerpunkt kan ge smärta på framsidan av axeln och ut i överarmen.;images/muscles/teres_minor.png
64;M. Subscapularis;;Art. Humeri;Fossa subscapularis;Övergången mellan tuberculum minus och crista tuberculi minoris;Inåtrotation i art. Humeri. Adduktion i art. Humeri den nedre delen. Hindrar bakåtglidning av caput humeri. Hindrar nedåtglidning av caput humeri (övre delen). Hindrar uppåtglidning av caput humeri (nedre delen). Horisontaladduktion i art. Humeri.;;;;C5-C7 N. Subscapularis Pl. Brachialis;Muskelförkortning kan ge en inskränkt utåtrotation i axelleden vilket leder till förkortning av andra inåtrotatorer (ex. Pec. Maj.).  Triggerpunkt upphov till smärta på baksidan av axeln. Belägen ventralt på skulderbladet och är därför svår att palpera.;images/muscles/subscapularis.png
65;M. Biceps brachii;<li>Caput longum</li><li>Caput brevis</li>;Art. Humeri. Art. Cubiti, alla tre ledgångar.;Caput longum:<br>Tuberculum supraglenoidale scapulae.<br><br>Caput brevis:<br>Processus coracoideus.;Tuberositas radii. Ulnae proximalt via fascia antebrachii;Flexion i art. Cubiti. Supination av underarmen. Inåtrotation i art. Humeri (caput brevis). Lätt flexion i art. Humeri (caput brevis). Anteflexion i art. Humeri (caput brevis). Lätt abduktion i art. Humeri (caput longum).;;;;C5-C6 N. Musculocutaneus Pl. Brachialis.;;images/muscles/biceps_brachii.png
66;M. Brachialis;;Art. Cubiti (art. Humeroulnaris, art. Humeroradialis).;Anteriort på den distala hälften av humerus.;Tuberositas ulnae. Processus coronoideus.;Flexion i art. Cubiti. Spänner ledkapseln i art. Cubiti.;;;;C5-C6 N. Musculocutaneus Pl. Brachialis;Triggerpunkter ger smärta ut mot tumroten.;images/muscles/brachialis.png
67;M. Triceps brachii;<li>Caput longum</li><li>Caput laterale</li><li>Caput mediale</li>;Art. Cubiti (art. Humeroulnaris, art. Humeroradialis). Art. Humeri (endast caput longum).;Caput longum:<br>Tuberculum infraglenoidale scapulae.<br><br>Caput laterale:<br>Dorsolateralt och proximalt på humerus.<br><br>Caput mediale:<br>Dorso-medialt och distalt på humerus.;Olecranon.;Hela muskeln:<br>Extention i art. Cubiti. Sträcker ledkapseln i art. Cubiti.<br><br>Caput longum:<br>Extention i art. Humeri. Adduktion i art. Humeri. Utåtrotation i art. Humeri. Retroflexion i art. Humeri.;;;;C6-Th1 N. Radialis Pl. Brachialis;Triggerpunkter ger smärta både lokalt, runt armbågen och ut i lill- och ringfinger.;images/muscles/triceps_brachii.png
68;M. Anconeus;;Art. Cubiti;Epicondylus lateralis humeri.;Olecranon. Dorsalt på ulnaes proximala 1/3-del.;Extention i art. Cubiti. Sträcker ledkapseln i art. Cubiti.;;;;C7-C8 N. Radialis Pl. Brachialis;"Triggerpunkt ger besvär liknande ""tennisarmbåge""";images/muscles/anconeus.png
69;M. Coracobrachialis ;;Art. Humeri;Processus coracoideus scapulae.;Medialt på humerus mellersta tredjedel.;Horisontaladduktion i art. Humeri. Adduktion i art. Humeri. Flexion i art. Humeri. Anteflexion i art. Humeri. Förhindra nedåtglidning av caput humeri. Utåtrotation i art. Humeri från ett inåtroterat läge. Inåtrotation i art. Humeri från ett utåtroterat läge.;;;;C6-C7 N. Musculocutaneus Pl. Brachialis;Triggerpunkt ger smärtor längs hela armens baksida med undantag av armbåge och handled. Den ger även smärtor till ut-/framsida axel och i långfingret;images/muscles/coracobrachialis.png
70;M. Brachioradialis;;;Proximala halvan av margo lateralis humeri. Septum intermusculare laterale.;Processus styloideii radii;Flexion i art. Cubiti. Semipronation från supinerat läge av underarmen. Semisupination från pronerat läge av underarmen.;;;;C5-C6 N. Radialis Pl. Brachialis;Drabbas ofta av överbelastningssymptom. Triggerpunkter i muskeln ger smärta i armbågen och ut i området mellan och pekfingret.;images/muscles/brachioradialis.png
71;M. Extensor carpi radialis longus;;;Margo lateralis humeri distalt. Epicondyus lateralis humeri.;Dorsalt basis ossis metacarpale 2.;Dorsalflexion i art. Radiocarpea. Radialflexion i art. Radiocarpea. Flexion i art. Cubiti;;;;C5-C8 N. Radialis Pl. Brachialis.;Ger smärta vid sitt ursprung på den laterala epicondylen i form av lateral humerusepicondylit eller epicondalgi. Triggerpunkter ger smärta över laterala epicondylen och handryggen vid tummens bas.;images/muscles/extensor_carpi_radialis_longus.png
72;M. Extensor carpi radialis brevis;;;Epicondylus lateralis humeri. Lig. Annulare radii. Fascia antebrachii.;Dorsalt basis ossis metacarpale 3.;Dorsalflexion i art. Radiocarpea. Lätt radialflexion i art. Radiocarpea. Flexion i art. Cubiti;;;;C5-C8 N. Radialis Pl. Brachialis.;smärta vid sitt ursprung, på den laterala epicondylen i form av lateral humerusepicondylit.;images/muscles/extensor_carpi_radialis_brevis.png
73;M. Pronator teres;<li>Caput humerale</li><Caput ulnare</li>;;Caput humerale:<br>Epicondylus medialis humeri. Fascia antebrachii.<br><br>Caput ulnare:<br>Processus coronoideus ulnae.;Dorsolateralt på radius mellersta 1/3-del.;Pronation av underarmen. Flexion i art. Cubiti.;;;;C6-C7 N. Medianus Pl. Brachialis ;Triggerpunkter ger smärta till radiala handleden och tumroten.;images/muscles/pronator_teres.png
74;M. Flexor carpi radialis;;;Epicondylus medialis humeri. Fascia antebrachii.;Palmart basis ossis metacarpale 2(3).;Flexion i art. Radiocarpea. Radialflexion i art. Radiocarpea. Flexion i art. Cubiti. Pronation av underarmen.;;;;C6-C8 N. Medianus Pl. Brachialis;Triggerpunkter i muskeln ger bland annat smärtor över canalis carpi.;images/muscles/flexor_carpi_radialis.png
75;M. Palmaris longus;;;Epicondylus medialis humeri. Fascia antebrachii.;Aponeurosis palmaris.;Flexion i art. Radiocarpea. Flexion i MCP 2-5. Flexion i art. Cubiti.;;;;C(6)7-Th1 N. Medianus Pl. Brachialis.;En degenerativ förändring av palmaraponeurosen kan leda till att metacarpofalangeallederna hamnar i ett konstant flekterat läge kallat Dupuytrens kontraktur. Triggerpunkter ger smärta i handflatan.;images/muscles/palmaris_longus.png
76;M. Flexor digitorium superficialis;<li>Caput humeroulnare</li><li>Caput radiale</li>;;Caput humeroulnare:<br>Epicondylus medialis humeri. Processus coronoideus. Septa intermuscularia.<br><br>Caput radiale:<br>Facies anterior radii. Margo anterior radii.<br><br>;Lateralt palmart phalanx media digiti 2-5;Palmarflexion i art. Radiocarpea. Ulnarflexion i art. Radiocarpea. Flexion i MCP 2-5. Flexion i PIP 2-5. Flexion i art. Cubiti.;;;;C7-Th1 N. Medianus Pl. Brachialis.;Triggerpunkter beskrivs som om smärtan skjuts ut ur fingertopparna.;images/muscles/flexor_digitorum_superficialis.png
77;M. Flexor carpi ulnaris;;;Epicondylus medialis humeri. Margo posterior ulnaes proximala 2/3-del. Fascia antebrachii.;Os pisiforme. Via lig. Pisohamatum till os hamatum. Lig. Pisometacarpeum till basis ossis metacarpale 5.;Flexion i art. Radiocarpea. Flexion i art. Cubiti. Ulnarflexion i art. Radiocarpea.;;;;C7-Th1 N. Ulnaris Pl. Brachialis.;Triggerpunkter smärtor till handledens ulnara sida.;images/muscles/flexor_carpi_ulnaris.png
78;M. Flexor pollicis longus;<li>Caput radiale</li><li>Caput humerale</li>;;Caput radiale:<br>Facies anterior radii proximala 2/3-del. Fascia antebrachii.<br><br>Caput humerale:<br>Epicondylus medialis humeri.;Palmart phalanx distalis digiti 1 (pollux).;Flexion i MCP 1. Flexion i DIP 1. Flexion i art. Radiocarpea. Flexion i art. Cubiti.;;;;C(6)7-Th1 N. Medianus Pl. Brachialis.;;images/muscles/flexor_pollicis_longus.png
79;M. Pronator quadratus;;;Distala 1/4-delen på margo anterior ulna.;Margo anterior radii. Facies anterior radii distalt.;Pronation av underarmen. Fixerar radius mot ulnae.;;;;C7-Th1 N. Medianus Pl. Brachialis.;;images/muscles/pronator_quadratus.png
80;M. Flexor digitorum profundus ;;;Facies anterior ulna. Membrana interossea antebrachii.;Palmart phalanx distalis digiti 2-5.;Flexion i art. Radiocarpea. Flexion i MCP 2-5. Flexion i PIP 2-5. Flexion i DIP 2-5.;;;;C7-Th1 N. Medianus och N. Ulnaris Pl. Brachialis.;"Triggerpunkter ger smärtor ut i och ""förbi"" de tre ulnara fingrarna.";images/muscles/flexor_digitorum_profundus.png
81;M. Extensor digitorum;;;Epicondylus lateralis humeri. Fascia antebrachii.;Basis ossis phalangea digiti 2-5 via dorsalaponeuroserna.;Extention i art. Radiocarpea. Ulnarflexion i art. Radiocarpea. Extention i MCP 2-5. Extention i PIP 2-5. Extention i DIP 2-5.;;;;C6-C8 N. Radialis Pl. Brachialis.;Triggerpunkter ger smärta ut i laterala epicondilen och lång- eller ringfinger.;images/muscles/extensor_digitorum.png
82;M. Extensor digiti minimi;;;Epicondylus lateralis humeri. Fascia antebrachii.;Digiti 5 via dorsalaponeurosen.;Dorsalflexion i art. Radiocarpea. Ulnarflexion i art. Radiocarpea. Extention i MCP 5. Extention i PIP 5. Extention i DIP 5.;;;;C6-C8 N. Radialis Pl. Brachialis.;;images/muscles/extensor_digiti_minimi.png
83;M. Extensor carpi ulnaris;;;Epicondylus lateralis humeri. Fascia antebrachii.;Dorsalt basis ossis metacarpale 5. ;Extention i art. Radiocarpea. Ulnarflexion i art. Radiocarpea.;;;;C6-C8 N. Radialis Pl. Brachialis.;Triggerpunkter ger smärta till handledens ulnara sida.;images/muscles/extensor_carpi_ulnaris.png
84;M. Supinator;;;Epicondylus lateralis humeri. Lig. Collaterale radiale. Lig. Annulare radii. Crista musculi supinatorius ulnae.;Facies anterior radii. Margo anterior radii. Margo posterior radii.;Supination av underarm. Flexion i art. Cubiti.;;;;C5-C6 N. Radialis Pl. Brachialis.;Triggerpunkter ger smärta över den laterala epicondylen och dorsalt över vinkeln mellan tumme och pekfinger;images/muscles/supinator.png
85;M. Abductor pollicis longus;;;Facies posterior ulnae. Facies posterior radii. Membrana interossea antebrachii.;Basis ossis metacarpale 1 (pollicis).;Abduktion i CMC 1. Radialflexion  i art. Radiocarpea. Supination av underarmen.;;;;C6-C8 N. Radialis Pl. Brachialis.;;images/muscles/abductor_pollicis_longus.png
86;M. Extensor pollicis brevis;;;Facies posterior radii. Membrana interossea antebrachii.;Dorsalt på basen av phalanx proximalis digiti 1.;Extention i MCP 1. Radialflexion i art. Radiocarpea.;;;;C6-C8 N. Radialis Pl. Brachialis.;;images/muscles/extensor_pollicis_brevis.png
87;M. Extensor indicis;;;Facies posterior ulnae. Membrana interossa antebrachii.;Digiti 2 dorsalaponeurosen.;Extention i art. Radiocarpea. Extention i MCP 2. Extention i PIP 2 via dorsalaponeurosen. Extention i DIP 2 via dorsalaponeurosen.;;;;C6-C8 N. Radialis Pl. Brachialis.;;images/muscles/extensor_indicis.png
88;M. Extensor pollicis longus;;;Facies posterior ulnae. Membrana interossa antebrachii.;Dorsalt phalanx distalis digiti 1 (pollicis);Extention i MCP 1. Extention i DIP 1. Abduktion i CMC 1. Dorsalflexion i art. Radiocarpea.;;;;C6-C8 N. Radialis Pl. Brachialis.;;images/muscles/extensor_pollicis_longus.png
89;M. Abductor pollicis brevis ;;;Retinaculum flexorum. Tuberositas ossis scaphoideii.;Phalanx proximalis på radiala sesambenet.;Abduktion i CMC 1. Opposition i CMC 1. Flexion i MCP 1.;;;;C6-Th1 N. Medianus Pl. Brachialis.;;images/muscles/abductor_pollicis_brevis.png
90;M. Opponens pollicis;;;Retinaculum flexorum. Tuberculum ossis trapezii.;Radiala sidan av os metacarpale 1.;Opposition i CMC 1.;;;;C6-Th1 N. Medianus Pl. Brachialis.;;images/muscles/opponens_pollicis.png
91;M. Flexor pollicis brevis;<li>Caput superficialis</li><li>Caput profundum</li>;;Caput superficialis:<br>Retinaculum flexorum. Os trapezium..<br><br>Caput profundum:<br>Basis ossis metacarpale 1. Os trapezium. Os capitatum.;Radialt phalanx proximalis.;Opposition i CMC 1. Adduktion i MCP 1. Flexion i MCP 1.;;;;C6-Th1 N. Ulnaris Pl. Brachialis.;;images/muscles/flexor_pollicis_brevis.png
92;M. Adductor pollicis;<li>Caput transversum</li><li>Caput obliquum</li>;;Caput transversum:<br>Basis ossis metacarpale 2 & 3.<br><br>Caput obliquum:<br>Os metacarpale 3.;Phalanx proximalis digiti 1.;Adduktion i CMC 1. Opposition i CMC 1. Flexion i MCP 1.;;;;C8-Th1 N. Ulnaris Pl. Brachialis;;images/muscles/adductor_pollicis.png
93;M. Abductor digiti minimi;;;Os pisiforme.;Lillfingrets dorsalaponeuros.;Opposition i CMC 5. Abduktion i MCP 5. Extention i PIP 5. Extention i DIP 5.;;;;C(7)-Th1 N. Ulnaris Pl. Brachialis;;images/muscles/abductor_digiti_minimi.png
94;M. Flexor digiti minimi brevis;;;Retinaculum flexorum. Hamulus ossis hamati.;Basen på lillfingrets proximala falang.;Opposition i CMC 5. Flexion i MCP 5.;;;;C(7)-Th1 N. Ulnaris Pl. Brachialis;;images/muscles/flexor_digiti_minimi_brevis.png
95;M. Opponens digiti minimi;;;Retinaculum flexorum. Hamulus ossis hamati.;Os metacarpale 5.;Opposition i CMC5.;;;;C(7)-Th1 N. Ulnaris Pl. Brachialis;;images/muscles/opponens_digiti_minimi.png
96;Mm. Lumbricales;;;Radialsidan av M. Flexor digitorum profundus fästessenor.;Dorsalaponeuroserna digiti 2-5.;Flexion i MCP 2-5. Extention i PIP 2-5. Extention i DIP 2-5.;;;;I & II: C(6)7-Th1 N. Medianus Pl. Brachialis. III & IV: C(7)8-Th1 N. Ulnaris Pl. Brachialis.;;images/muscles/lumbricales.png
97;Mm. Interossei palmares;;;Os metacarpale 2, 4 & 5.;Dorsalaponeuroserna 2, 4 & 5.;Flexion i MCP 2, 4 & 5. Adduktion mot digiti 3 i MCP. Extention i PIP. Extention i DIP.;;;;C8-Th1 N. Ulnaris Pl. Brachialis.;Triggerpunkter i muskeln ger smärtor ut i pekfingret.;images/muscles/interossei_palmares.png
98;Mm. Interossei dorsales;;;De två mot varandra vettande ytorna av två metacarpalben.;Dorsalaponeuroserna digiti 2-5.;Flexion i MCP 2-4. Abduktion i MCP 2,4. Ulnar-/radialdeviation i MCP 3. Extention i PIP 2-5. Extention i DIP 2-5;;;;C8-Th1 N. Ulnaris Pl. Brachialis.;Triggerpunkter smärtor i fingrarna. Det finns samband mellan triggerpunkter i interosserna och förhårdnader på fingrarna, kända som Heberdens noder.;images/muscles/interossei_dorsales.png
99;M. Iliopsoas;<li>M. Psoas major</li><li>M. Psoas minor</li><li>M. Iliacus</li>;M. Psoas major:<br>Art. Coxae, Intervertebrallederna Th12-L5.<br><brM. Iliacus:<br>Art. Coxa.;M. Psoas major:<br>Anteriort corpus vertebrae Th12-L4 samt dess discus intervertebralis. Processus costarius L1-L5.<br><br>M. Psoas minor:<br>Discus intervertebralis mellan Th12-L1 samt laterala delarna av angränsande corpus vertebrea på samma kotor.<br><br>M. Iliacus:<br>Fossa iliaca. Crista iliaca (labium internum). Spina iliaca anterior inferior.;M. Psoas major:<br>Trochanter minor.<br><br>M. Psoas minor:<br>Eminentia iliopectinea.<br><br>M. Iliacus:<br>Trochanter minor.;M. Psoas minor:<br>Spänner upp fascia iliaca.;M. Psoas major:<br>Lateralflexion av bålen vid fixerat fäste. Kontralateral rotation av bålen vid fixerat fäste.;M. Psoas major:<br>Flexion i art. Coxa. Utåtrotation i art. Coxa. Adduktion i art. Coxa. Horisontaladduktion i art. Coxa.<br><br>M. Iliacus:<br>Flexion i art. Coxae. Utåtrotation i art. Coxa. Adduktion i art. Coxa.;M. Psoas major:<br>Tipper pelvis framåt. Ökar lordosen i ländryggen. Flexion av ländryggen vid en redan kraftig flexion. Extension av ländryggen vid redan extenderad bål. Kompression av ländryggen.<br><br>M. Iliacus:<br>Tipper pelvis framåt. Ökar lordosen i ländryggen.;M. Psoas major:<br>L1-L4 Rr. Musculares Pl. Lumbalis.<br><br>M. Psoas minor:<br>L1-L2 Rr. Musculares Pl. Lumbalis.<br><br>M. Iliacus:<br>L(1)2-L4 N. Femoralis Pl. Lumbalis.;;
100;M. Gluteus maximus;;Art. Coxa. Art. Genu indirekt via tractus iliotibialis.;Os coccygis. Os sacrum dorsalt. Crista iliaca (labium externum). Lig. Sacrotuberale.;Tuberositas glutea. Tractus iliotibialis.;;;Extension i art. Coxa. Utåtrotation i art.coxa. Abduktion i art. Coxa av övre delen av muskeln. Adduktion i art. Coxa av nedre delen av muskeln. Extension i art. Genu via tractus iliotibialis. Utåtrotation i art. Genu via tractus iliotibialis vid flekterad knäled.;Tippar pelvis bakåt. Minskar lordosen i ländryggen.;L5-S2 N. Gluteus inferior Pl. Sacralis;;
101;M. Gluteus medius;;Art. Coxa. ;Facies glutea. Crista iliaca.;Trochanter major.;Abduktion i art. Coxa. Förhindrar att pelvis tippar i sidled.;;Främre delen: Flexion i art. Coxa. Utåtrotation i art. Coxa. Horisontalabduktion i art. Coxa. Bakre delen: Extension i art. Coxa. Utåtrotation i art. Coxa. Horisontalabduktion i art. Coxa;Främre del: Tippar pelvis framåt. Ökar lordosen i ländryggen. Bakre del: Tippar pelvis bakåt. Minskar lordosen i ländryggen.;L4-S1. N. Gluteus superior Pl. Sacralis.;Triggerpunkter kan ge ischiasliknande besvär med smärtor ned på baksidan av benet.;
102;M. Gluteus minimus;;Art. Coxa.;Facies glutea nedan crista iliaca.;Trochanter major.;Abduktion i art. Coxa. Förhindrar att pelvis tippar i sidled.;;Främre delen: Flexion i art. Coxa. Inåtrotation i art. Coxa. Bakre delen: Extention i art. Coxa. Utåtrotation i art. Coxa. Horisontalabduktion i art. Coxa.;Främre delen: Tippar pelvis framåt. Ökar lordosen i ländryggen. Bakre delen: Tippar pelvis bakåt. Minskar lordosen i ländryggen.;L4-S1 N. Gluteus superior Pl. Sacralis.;Triggerpunkter ger ischiasliknande besvär med strålningar på baksidan av benet.;
103;M. Piriformis;;Art. Coxa;Anteriora laterala ytan av sacrum (facies pelvina ossis sacri).;Trochanter major kraniellt.;;;Abduktion i art. Coxa. Extension i art. Coxa. Utåtrotation i art. Coxa vid mindre än 60 graders flexion i leden. Inåtrotation i art. Coxa vid mer än 60 graders flexion i leden.;Tippar pelvis bakåt. Minskar lordosen i ländryggen.;(L5)S1-S2 N. Piriformis Pl. Sacralis.;"upphov till ""falsk ishias"". Kan bero på triggerpunkter i muskeln eller att ishiasnerven blivit klämd av muskeln.";
104;M. Gemullus superior;;;Spina ischiadica;Trochanter major medialt.;Extension i art. Coxa. Utåtrotation i art. Coxa.;;;;L5-S2 Rr. Musculares Pl. Sacralis;;
105;M. Gemullus inferior;;;Superiort om tuber ischiadcum;Trochanter major medialt.;Extension i art. Coxa. Utåtrotation i art. Coxa.;;;;L4-S1(2) Rr. Musculares Pl. Sacralis;;
106;M. Obturatorius externus;;;Laterala sidan av membrana obturatoria.;Fossa trochanterica.;Utåtrotation i art. Coxa. Adduktion i art. Coxa.;;;;L3-L4 N. Obturatorius Pl. Lumbalis;;
107;M. Obturatorius internus;;;Mediala sidan av membrana obturatoria;Trochanter major medialt.;Extension i art. Coxa. Utåtrotation i art. Coxa.;;;;L5-S2 Rr. Musculares Pl. Sacralis.;;
108;M. Tensor fascia lata;;Art. Coxa. Art. Genu.;Spina iliaca anterior superior lateralt.;Via tractus iliotibialis på condylus lateralis tibiae.;;;Flexion i art. Coxa. Abduktion i art. Coxa. Horisontalabduktion i art. Coxa. Inåtrotation i art. Coxa. Spänner upp tractus iliotibialis. Extension i art. Genu via tractus iliotibialis. Stabiliserar art. Genu lateralt. Förhindrar att pelvis tippar lateralt. Utåtrotation i art. genu.;Tippar pelvis framåt. Ökar lordosen i ländryggen.;L4-S1 N. Gluteus superior Pl. Sacralis.;Upphov till snapping hip eller löparknä. Triggerpunkter ger smärta över sätet och lårets och vadens bak- och utsida.;
109;M. Quadratus femoris;;;Laterala randen av tuber ischiadicum;Crista intertrochanterica;Adduktion i art. Coxa. Utåtrotation i art. Coxa;;;;L4-S1(2) Rr. Musculares Pl. Sacralis;;
110;M. Quadriceps femoris;<li>M. Vastus lateralis</li><li>M. Vastus medialis</li><li>M. Vastus intermedius</li><li>M. Rectus femoris</li>;M. Vastus lateralis:<br>art. Genu. Art. Patellofemoralis.<br><br>M. Vastus medialis:<br>art. Genu. Art. Patellofemoralis.<br><br>M. Vastus intermedius:<br>art. Genu. Art. Patellofemoralis.<br><br>M. Rectus Femoris:<br>Art. Coxa. Art. Genu. Art. Patellofemoralis;M. Vastus lateralis:<br>Linea aspera (labium laterale). Trochanter major. Tuberositas glutea.<br><br>M. Vastus medialis:<br>Linea aspera (labrum mediale).<br><br>M. Vastus intermedius:<br>Anteriort på femurs proximala 2/3.<br><br>M. Rectus femoris:<br>Spina iliaca anterior inferior. Acetabelums superiora rand. Capsula articularis.;Tuberositas tibiae via patella.;M. Vastus lateralis:<br>Extension i art. Genu. Utåtrotation i art. Genu vid flekterad led. Drar patella lateralt. Stabiliserar art. Genu lateralt.<br><br>M. Vastus medialis:<br>Extention i art. Genu. Drar patella medialt.<br><br>M. Vastus intermedius:<br>Extention i art. Genu. Stabiliserar patella. Drar patella superiort.<br><br>M. Rectus femoris:<br>Extension i art. Genu. Flexion art. Coxa. Drar patella superiort.;;;M. Rectus femoris:<br>Tippar pelvis framåt. Ökar lordosen i ländryggen.;L2-L4 N. Femoralis Pl. Lumbalis.;M. Vastus lateralis:<br>Extension i art. Genu. Utåtrotation i art. Genu vid flekterad led. Drar patella lateralt. Stabiliserar art. Genu lateralt.<br><br>M. Vastus medialis:<br>Extention i art. Genu. Drar patella medialt.<br><br>M. Vastus intermedius:<br>Extention i art. Genu. Stabiliserar patella. Drar patella superiort.<br><br>M. Rectus femoris:<br>Extension i art. Genu. Flexion art. Coxa. Drar patella superiort.;
111;M. Sartorius;;art. Coxa. Art. Genu;Spina iliaca anterior superior.;Facies medialis tibiae i höjd med tuberositas tibiae.;;;Flexion i art. Coxa. Utåtrotation i art. Coxa. Abduktion i art. Coxa. Flexion i art. Genu. Inåtrotation i art. Genu vid flekterad led.;Tippar pelvis framåt. Ökar lordosen i ländryggen.;L2-L3(4) N. Femoralis Pl. Lumbalis.;Triggerpunkter ger bl.a. smärta över ljumsken och lårets insida.;
